epoch,acc,loss,val_acc,val_loss
0,0.332508969313,1.75872508039,0.353162448651,1.80053338314
1,0.442021665684,1.48772833696,0.46391753661,1.47456001766
2,0.483541746493,1.3770192669,0.47241572567,1.41289758469
3,0.511233411128,1.31249553455,0.511702435865,1.29721007102
4,0.525828137522,1.26836087635,0.514767356551,1.24693109893
5,0.538263262392,1.23311722841,0.552521606052,1.20804210778
6,0.551917517156,1.20275759745,0.555725841004,1.19144353113
7,0.555156919437,1.1851092231,0.555725841325,1.20317828986
8,0.558256992583,1.1705315566,0.540122608735,1.29490175692
9,0.569995471807,1.14763231993,0.547645596128,1.18972630564
10,0.574419171692,1.13769899476,0.56979661311,1.15959110056
11,0.581664286465,1.11726395214,0.570214557134,1.22841701363
12,0.585286843848,1.11230593123,0.573279477699,1.14270117296
13,0.589118394933,1.09905467352,0.561298424488,1.17913017305
14,0.58622731548,1.09118826635,0.565617176275,1.17524762348
15,0.593298268836,1.08468288852,0.585399845523,1.09575409254
16,0.598592775787,1.07106460148,0.57327947745,1.19804910002
17,0.601414190674,1.06808756422,0.569239354959,1.13867560005
18,0.604862586646,1.05910945653,0.581638352422,1.13646443692
19,0.605942387407,1.05161109336,0.614795220657,1.05257477763
20,0.607022188166,1.04871387989,0.606714975115,1.07425978631
21,0.614615625766,1.04126582007,0.592922832781,1.10303241304
22,0.612316695115,1.03836947391,0.598356100797,1.10524244141
23,0.61820335087,1.02872058909,0.59821678615,1.07021346774
24,0.615625761958,1.02592821031,0.604207312981,1.09065587751
25,0.617019053263,1.02153993651,0.598495415536,1.10390868477
26,0.623149534993,1.01247513833,0.603510740205,1.103967459
27,0.623846180642,1.00961152234,0.614237962443,1.07399450747
28,0.626423769551,1.00925343291,0.611451670457,1.07469990881
29,0.624020342055,1.00482613548,0.619392601547,1.01875946124
30,0.627050750637,1.00290727637,0.581777666662,1.10004985919
31,0.629001358459,0.992664076176,0.619392601653,1.03844718916
32,0.629837333245,0.995023645051,0.621621634916,1.03539395953
33,0.628966526177,0.991772463082,0.614795220387,1.02944466404
34,0.63116095998,0.985665144245,0.606157717347,1.04444784734
35,0.631230624547,0.980903300157,0.623432724269,1.0177164843
36,0.634748685085,0.980423639955,0.623432724134,1.01317687554
37,0.634713852801,0.974436889987,0.622596836812,1.03299880081
38,0.636873454318,0.971684397191,0.625104498663,1.0146039582
39,0.642063464423,0.968714433502,0.605739773447,1.08064860944
40,0.640913999099,0.965087575461,0.612148243547,1.02866723673
41,0.643143265182,0.963772296341,0.624547240864,1.03451108771
