epoch,acc,loss,val_acc,val_loss
42,0.641854470725,0.961793275873,0.627333531957,1.02306830139
43,0.639242049536,0.960419520319,0.628587363106,1.02091804072
44,0.648646765827,0.951919222456,0.622178892663,1.024931523
45,0.644954543873,0.951566938183,0.617302882986,1.02798582353
46,0.645790518657,0.949203177751,0.633184744465,1.0132214855
47,0.646278170611,0.950725890706,0.635831720735,1.01982717037
48,0.645581524961,0.947992887615,0.629144621216,1.03368316816
49,0.650283883105,0.943499422895,0.619392601778,1.04396669798
50,0.666132571669,0.89587618566,0.65282809884,0.956979735006
51,0.676442927305,0.876035937168,0.649066605581,0.960842747878
52,0.67672158557,0.875675070331,0.651434953045,0.954993445212
53,0.677836218609,0.873659533652,0.649623863982,0.95440834583
54,0.678707025676,0.869926175979,0.650041807321,0.950521272929
55,0.680204813824,0.865864014259,0.649623863827,0.954072664914
56,0.679264342196,0.867263962202,0.651156324238,0.953905804143
57,0.68407119719,0.860912374512,0.653106728311,0.951458887496
58,0.679647497302,0.858595690017,0.654499873888,0.951828845792
59,0.684210526316,0.85921083997,0.655057132093,0.950930109009
60,0.681841931102,0.859127891328,0.653942615601,0.949289573378
61,0.685673482187,0.853748217102,0.652549470013,0.950881010167
62,0.682225086214,0.855362844189,0.653663986442,0.948751740483
63,0.68232958306,0.853376751928,0.654221244875,0.951076046955
64,0.685534153054,0.850613292187,0.654081930217,0.949819755982
65,0.687136438055,0.851958952028,0.650320436699,0.951908975363
66,0.685847643598,0.846946903608,0.654499873733,0.954404031018
67,0.680587968934,0.851766945763,0.654778502892,0.950848492866
68,0.688425232508,0.844553500897,0.654778502996,0.949841142273
69,0.686161134139,0.847500510043,0.65477850283,0.952748118707
70,0.684837507406,0.849796941834,0.655753704944,0.953242691402
71,0.68720610262,0.843060164409,0.653524671774,0.954767579341
72,0.688843219898,0.840417068644,0.654360559532,0.947090708286
73,0.691211815114,0.84281996442,0.654081930394,0.952022513648
74,0.687658922293,0.844158814496,0.658261367324,0.951118329041
75,0.686788115229,0.83871296494,0.65352467194,0.952539167169
76,0.688216238811,0.842484453263,0.654778503079,0.949440754598
77,0.689087045876,0.838036043741,0.65394261556,0.95134021883
78,0.690758995437,0.835675654049,0.65812205276,0.952386865132
79,0.691385976527,0.837951798757,0.658539996577,0.948914046922
80,0.688285903379,0.840087945577,0.658400681795,0.948547615082
81,0.692152286744,0.832306901698,0.657146850708,0.948604085449
82,0.688773555332,0.837161914371,0.654917817695,0.952367156636
83,0.688912884462,0.836440534796,0.657843423788,0.94986486833
84,0.689330871856,0.83438850736,0.655614390286,0.963560376941
85,0.691455641089,0.828445927643,0.659515198504,0.949946284659
86,0.692883764675,0.82267880359,0.657982738186,0.947477803871
87,0.691351144245,0.830932947319,0.659375883878,0.948277444655
88,0.695983837825,0.822314626313,0.660211771303,0.947421422752
89,0.691246647397,0.827235341483,0.658957940144,0.948178518687
90,0.696889477172,0.822890582152,0.659793827549,0.947771948814
91,0.696924309452,0.818373347393,0.660072456739,0.94777965896
92,0.695043366192,0.825276024659,0.65840068195,0.948062318253
93,0.696680483474,0.821093760477,0.657007536248,0.947356893532
94,0.69459054652,0.825327815758,0.656868221591,0.947844513021
95,0.693928733152,0.823882353285,0.658400681919,0.947860425451
96,0.693824236304,0.826589551776,0.65881862559,0.947715889621
97,0.695426521302,0.821622364372,0.658818625715,0.946950367579
98,0.695113030761,0.822829378565,0.658818625622,0.948158310753
99,0.698387265317,0.817795560672,0.657982738103,0.94794019843
100,0.695391689019,0.820207218947,0.657146850833,0.947724217478
101,0.693615242607,0.827310686994,0.658400681836,0.947825572213
102,0.695565850434,0.821748005233,0.657704109016,0.948066112923
103,0.695635514996,0.823174917435,0.657286165241,0.948032265663
104,0.696645651191,0.821412575553,0.658261367366,0.947968283934
105,0.695879340973,0.820914461204,0.65826136722,0.948744601258
106,0.693406248913,0.824164054852,0.659375883826,0.947998398304
107,0.691246647397,0.827771776854,0.657564794348,0.94727504815
108,0.693998397719,0.821933642781,0.659654512819,0.947843938517
109,0.696680483472,0.820701313838,0.660211771168,0.946965335083
110,0.697516458255,0.822435693248,0.660351085836,0.946971059515
111,0.700686195971,0.815805874061,0.659375883784,0.948120014107
112,0.695705179562,0.821326033869,0.659654512912,0.947558399454
113,0.700407537706,0.815104087446,0.658400681774,0.947330667709
114,0.695008533913,0.822818663818,0.659097254667,0.947420561984
115,0.696819812606,0.82268607697,0.659236569189,0.948007159527
116,0.69591417326,0.821363919616,0.659375883795,0.947234262108
117,0.695356856737,0.822309535179,0.659654512912,0.946769332039
118,0.697899613363,0.819580067067,0.65826136721,0.9481765096
119,0.696610818911,0.822639877947,0.659515198348,0.947323583729
120,0.699014246408,0.819074160355,0.659375883774,0.947783402703
121,0.695983837823,0.820125298806,0.659236569241,0.948152466475
122,0.695182695322,0.819590785668,0.658957940082,0.947581547805
123,0.697864781081,0.819479696727,0.658539996359,0.947736787301
124,0.695182695323,0.819846162664,0.65895794003,0.94758931144
125,0.696157999238,0.817579046159,0.658957940061,0.947198650267
126,0.694207391411,0.820282174135,0.658957940061,0.947958707397
127,0.696993974016,0.818062748135,0.658539996338,0.947740238035
128,0.696053502387,0.818489660888,0.659375883846,0.947699830176
129,0.695879340973,0.822602016767,0.65951519839,0.947210378412
130,0.698352433037,0.814630177299,0.659654512902,0.94732754025
131,0.696645651192,0.816410414463,0.659375883826,0.948149344238
132,0.69459054652,0.815939220919,0.659097254656,0.947826831472
133,0.696889477168,0.821388284196,0.658679310923,0.947486254579
134,0.694311888262,0.822568474427,0.658818625476,0.947523749418
135,0.695879340977,0.820491176208,0.659097254625,0.947415050058
136,0.699327736947,0.817320232624,0.658818625487,0.947536935342
137,0.694033229998,0.821427143448,0.658818625445,0.947771277599
138,0.693545578042,0.823162326349,0.658679310954,0.947649947437
139,0.695461353583,0.8206956653,0.658818625528,0.947622295364
140,0.695914173258,0.824338961655,0.657982738072,0.947374603615
141,0.700790692818,0.812278216351,0.658400681805,0.948093385087
142,0.693127590653,0.819040992568,0.659793827559,0.94683428379
143,0.694869204781,0.825233078803,0.658818625507,0.947906184539
144,0.698596259014,0.820415970429,0.659515198338,0.947631790663
145,0.69337141663,0.822715430159,0.658957940061,0.947184431307
146,0.694555714238,0.821538367685,0.658818625497,0.94759341161
147,0.696610818907,0.816100382083,0.658400681753,0.947453494909
148,0.700651363686,0.822895250663,0.65895794003,0.947732663106
149,0.697795116518,0.817286292952,0.658400681784,0.947816623954
150,0.694346720542,0.821434012554,0.659097254646,0.947772146296
151,0.69730746456,0.820274861611,0.658957940103,0.947866279107
152,0.693719739457,0.821864644549,0.658122052687,0.947423416114
153,0.69692430945,0.816111308948,0.658539996307,0.947679292575
154,0.694973701629,0.820802205157,0.658539996348,0.947716200466
155,0.697168135432,0.819391480616,0.659515198348,0.947784779337
156,0.692082622176,0.821010303835,0.658957940051,0.947580724089
157,0.697969277928,0.816863706246,0.657843423508,0.947536736842
158,0.696088334673,0.821319458313,0.658400681795,0.947564326587
159,0.697864781081,0.818925043403,0.658818625528,0.947273921144
160,0.693545578043,0.823040284399,0.658957940061,0.94755885065
161,0.698456929887,0.814170762366,0.658679310902,0.947425919837
162,0.695391689022,0.819894059588,0.658539996307,0.947581081878
163,0.695565850432,0.821276724791,0.658539996348,0.948015521191
164,0.694973701631,0.819253177482,0.658539996359,0.947646054407
165,0.697063638582,0.820719894373,0.658679310943,0.947955871646
166,0.698247936189,0.817182857591,0.658539996369,0.948509138446
167,0.692639938696,0.824257900284,0.658539996317,0.947430393039
168,0.69305792609,0.820846714814,0.658122052646,0.948213490359
